[2026-02-12T19:32:43.814+08:00] model, glm-4.6v, mode, glm-v, ui-tars-version, undefined, prompt-tokens, 4246, completion-tokens, 285, total-tokens, 4531, cost-ms, 8671, requestId, , temperature, 0
[2026-02-12T21:16:21.896+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 7265, completion-tokens, 241, total-tokens, 7506, cost-ms, 5759, requestId, 021770902176229a9c6544091777d16bd21be5aab8209d3e3e621, temperature, 0
[2026-02-12T21:16:27.792+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 7665, completion-tokens, 205, total-tokens, 7870, cost-ms, 4493, requestId, 021770902183391a9c6544091777d16bd21be5aab8209d3c7b0b3, temperature, 0
[2026-02-12T21:16:31.787+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 7733, completion-tokens, 251, total-tokens, 7984, cost-ms, 5955, requestId, 021770902185975c1e2f801725a581bafbe3dbeb0e6651617813a, temperature, 0
[2026-02-12T21:16:34.025+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 7904, completion-tokens, 172, total-tokens, 8076, cost-ms, 4451, requestId, 021770902189666a9c6544091777d16bd21be5aab8209d39ccba8, temperature, 0
[2026-02-12T21:16:41.321+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 8307, completion-tokens, 218, total-tokens, 8525, cost-ms, 5458, requestId, 0217709021960043c0e2ca9c09168beace3bac21aa378c285eeb8, temperature, 0
[2026-02-12T21:16:41.323+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 8239, completion-tokens, 226, total-tokens, 8465, cost-ms, 5502, requestId, 021770902195910a9c6544091777d16bd21be5aab8209d3aea112, temperature, 0
[2026-02-12T21:16:49.148+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 8654, completion-tokens, 261, total-tokens, 8915, cost-ms, 5982, requestId, 021770902203264a9c6544091777d16bd21be5aab8209d36dd4a4, temperature, 0
[2026-02-12T21:16:51.924+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 8722, completion-tokens, 301, total-tokens, 9023, cost-ms, 6578, requestId, 0217709022054373c0e2ca9c09168beace3bac21aa378c2bfbdac, temperature, 0
[2026-02-12T21:16:55.576+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 8907, completion-tokens, 192, total-tokens, 9099, cost-ms, 4590, requestId, 021770902211078a9c6544091777d16bd21be5aab8209d33f0e0e, temperature, 0
[2026-02-12T21:17:00.462+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4779, completion-tokens, 373, total-tokens, 5152, cost-ms, 8037, requestId, 0217709022125163c0e2ca9c09168beace3bac21aa378c2a9316c, temperature, 0
[2026-02-12T21:17:00.650+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5356, completion-tokens, 118, total-tokens, 5474, cost-ms, 3223, requestId, 021770902217578da44b4ee5d0844382c75ade0b72ea964c5e772, temperature, 0
[2026-02-12T21:17:01.017+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5289, completion-tokens, 241, total-tokens, 5530, cost-ms, 5069, requestId, 021770902216040a9c6544091777d16bd21be5aab8209d3accaf6, temperature, 0
[2026-02-12T21:17:09.868+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5854, completion-tokens, 263, total-tokens, 6117, cost-ms, 6332, requestId, 021770902223627a9c6544091777d16bd21be5aab8209d3287680, temperature, 0
[2026-02-12T21:17:10.872+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5901, completion-tokens, 269, total-tokens, 6170, cost-ms, 5844, requestId, 021770902225173454c0d8025bd4547674d07aeb10e65a3ad565f, temperature, 0
[2026-02-12T21:17:20.671+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6213, completion-tokens, 239, total-tokens, 6452, cost-ms, 5781, requestId, 021770902235031424014be7fb1051365f1445eef4e47eae83e0f, temperature, 0
[2026-02-12T21:17:23.800+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4613, completion-tokens, 191, total-tokens, 4804, cost-ms, 4550, requestId, 021770902239406627b202dc9f12d4aa3d11012d6a3cc0bef3d7d, temperature, 0
[2026-02-12T21:17:28.995+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5391, completion-tokens, 113, total-tokens, 5504, cost-ms, 3384, requestId, 021770902245702627b202dc9f12d4aa3d11012d6a3cc0bfa1546, temperature, 0
[2026-02-12T21:17:30.292+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5317, completion-tokens, 275, total-tokens, 5592, cost-ms, 5625, requestId, 021770902244758424014be7fb1051365f1445eef4e47eacb94ba, temperature, 0
[2026-02-12T21:17:38.549+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5666, completion-tokens, 223, total-tokens, 5889, cost-ms, 4247, requestId, 021770902254395424014be7fb1051365f1445eef4e47eaff71de, temperature, 0
[2026-02-12T21:17:44.877+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4659, completion-tokens, 192, total-tokens, 4851, cost-ms, 4164, requestId, 021770902260804424014be7fb1051365f1445eef4e47eaf10a66, temperature, 0
[2026-02-12T21:17:51.073+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5256, completion-tokens, 168, total-tokens, 5424, cost-ms, 4402, requestId, 021770902266764424014be7fb1051365f1445eef4e47ea43a90a, temperature, 0
[2026-02-12T21:17:51.654+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5092, completion-tokens, 413, total-tokens, 5505, cost-ms, 9137, requestId, 0217709022626930eddebd777620e0417f0fd94e63a8d89b3f97f, temperature, 0
[2026-02-12T21:17:57.277+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5582, completion-tokens, 208, total-tokens, 5790, cost-ms, 4390, requestId, 021770902272979424014be7fb1051365f1445eef4e47ea94a057, temperature, 0
[2026-02-12T21:18:00.282+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5652, completion-tokens, 207, total-tokens, 5859, cost-ms, 4646, requestId, 0217709022757300eddebd777620e0417f0fd94e63a8d8986d6e6, temperature, 0
[2026-02-12T21:18:03.227+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5816, completion-tokens, 171, total-tokens, 5987, cost-ms, 4130, requestId, 021770902279189424014be7fb1051365f1445eef4e47eab561d0, temperature, 0
[2026-02-12T21:18:09.531+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6143, completion-tokens, 192, total-tokens, 6335, cost-ms, 4434, requestId, 021770902285190424014be7fb1051365f1445eef4e47ea4fb74f, temperature, 0
[2026-02-12T21:18:19.315+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6306, completion-tokens, 358, total-tokens, 6664, cost-ms, 7880, requestId, 021770902291527424014be7fb1051365f1445eef4e47eac12b54, temperature, 0
[2026-02-12T21:18:25.975+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6469, completion-tokens, 171, total-tokens, 6640, cost-ms, 4822, requestId, 021770902301246424014be7fb1051365f1445eef4e47ea8c399c, temperature, 0
[2026-02-12T21:18:32.661+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6632, completion-tokens, 185, total-tokens, 6817, cost-ms, 4782, requestId, 021770902307971424014be7fb1051365f1445eef4e47eaf2eec4, temperature, 0
[2026-02-12T21:18:38.770+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6795, completion-tokens, 191, total-tokens, 6986, cost-ms, 4272, requestId, 021770902314590424014be7fb1051365f1445eef4e47ea28966c, temperature, 0
[2026-02-12T21:18:44.736+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6958, completion-tokens, 172, total-tokens, 7130, cost-ms, 4098, requestId, 021770902320813424014be7fb1051365f1445eef4e47ea6986c5, temperature, 0
[2026-02-12T21:18:50.347+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 7121, completion-tokens, 146, total-tokens, 7267, cost-ms, 3752, requestId, 021770902326687424014be7fb1051365f1445eef4e47ea87b3bd, temperature, 0
[2026-02-12T21:18:53.065+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4705, completion-tokens, 119, total-tokens, 4824, cost-ms, 2710, requestId, 021770902330447424014be7fb1051365f1445eef4e47ea1cb09d, temperature, 0
[2026-02-12T21:18:54.963+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5137, completion-tokens, 97, total-tokens, 5234, cost-ms, 2751, requestId, 021770902332387e9332e432e361cc65cb87413ba3176612ac791, temperature, 0
[2026-02-12T21:19:01.109+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5321, completion-tokens, 123, total-tokens, 5444, cost-ms, 3406, requestId, 0217709023378478cf12c1a4b092384500fba0fc49677b03b9a72, temperature, 0
[2026-02-12T21:19:40.669+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4657, completion-tokens, 430, total-tokens, 5087, cost-ms, 9531, requestId, 0217709023713265c7aa5fe4a2253bb8ef65a4e840360e2cbdd07, temperature, 0
[2026-02-12T21:19:46.920+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5177, completion-tokens, 171, total-tokens, 5348, cost-ms, 4361, requestId, 0217709023826565c7aa5fe4a2253bb8ef65a4e840360e23b9dd1, temperature, 0
[2026-02-12T21:19:53.164+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5334, completion-tokens, 156, total-tokens, 5490, cost-ms, 4382, requestId, 0217709023888785c7aa5fe4a2253bb8ef65a4e840360e28c0d03, temperature, 0
[2026-02-12T21:19:59.252+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5491, completion-tokens, 163, total-tokens, 5654, cost-ms, 4216, requestId, 0217709023951325c7aa5fe4a2253bb8ef65a4e840360e2a20eec, temperature, 0
[2026-02-12T21:20:05.604+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5648, completion-tokens, 170, total-tokens, 5818, cost-ms, 4496, requestId, 0217709024012045c7aa5fe4a2253bb8ef65a4e840360e24fc43e, temperature, 0
[2026-02-12T21:20:11.336+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5805, completion-tokens, 164, total-tokens, 5969, cost-ms, 3909, requestId, 0217709024075235c7aa5fe4a2253bb8ef65a4e840360e28dcc49, temperature, 0
[2026-02-12T21:20:16.830+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5962, completion-tokens, 151, total-tokens, 6113, cost-ms, 3610, requestId, 0217709024133155c7aa5fe4a2253bb8ef65a4e840360e2280aaa, temperature, 0
[2026-02-12T21:20:22.705+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6119, completion-tokens, 148, total-tokens, 6267, cost-ms, 3957, requestId, 0217709024188465c7aa5fe4a2253bb8ef65a4e840360e289ee1f, temperature, 0
[2026-02-12T21:20:28.901+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6276, completion-tokens, 172, total-tokens, 6448, cost-ms, 4348, requestId, 0217709024246485c7aa5fe4a2253bb8ef65a4e840360e2c89524, temperature, 0
[2026-02-12T21:20:34.968+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6433, completion-tokens, 160, total-tokens, 6593, cost-ms, 4185, requestId, 0217709024308795c7aa5fe4a2253bb8ef65a4e840360e213f96f, temperature, 0
[2026-02-12T21:20:40.752+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 6590, completion-tokens, 160, total-tokens, 6750, cost-ms, 3894, requestId, 0217709024369655c7aa5fe4a2253bb8ef65a4e840360e2887bcd, temperature, 0
[2026-02-12T21:20:43.851+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4697, completion-tokens, 105, total-tokens, 4802, cost-ms, 2635, requestId, 0217709024413115c7aa5fe4a2253bb8ef65a4e840360e2380d2f, temperature, 0
[2026-02-12T21:20:47.634+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5129, completion-tokens, 208, total-tokens, 5337, cost-ms, 5041, requestId, 021770902442772abcef9d5cd1f59e209bed1c8118a441fee2370, temperature, 0
[2026-02-12T21:20:48.822+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5244, completion-tokens, 95, total-tokens, 5339, cost-ms, 3242, requestId, 0217709024456765c7aa5fe4a2253bb8ef65a4e840360e24a003e, temperature, 0
[2026-02-12T21:22:54.614+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4694, completion-tokens, 246, total-tokens, 4940, cost-ms, 5514, requestId, 021770902569284e1e51997f329de504be0f95a5bc20dc7740531, temperature, 0
[2026-02-12T21:22:59.770+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5222, completion-tokens, 109, total-tokens, 5331, cost-ms, 3194, requestId, 021770902576672e1e51997f329de504be0f95a5bc20dc717622e, temperature, 0
[2026-02-12T21:23:18.855+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4685, completion-tokens, 275, total-tokens, 4960, cost-ms, 6056, requestId, 0217709025929479badbe816172dbb331753bd21c11e8fa6a140e, temperature, 0
[2026-02-12T21:23:25.139+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5254, completion-tokens, 99, total-tokens, 5353, cost-ms, 3029, requestId, 0217709026022049badbe816172dbb331753bd21c11e8faf6d1b2, temperature, 0
[2026-02-12T21:23:42.395+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4657, completion-tokens, 198, total-tokens, 4855, cost-ms, 4302, requestId, 0217709026182689badbe816172dbb331753bd21c11e8faf4af71, temperature, 0
[2026-02-12T21:23:47.147+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5178, completion-tokens, 71, total-tokens, 5249, cost-ms, 2832, requestId, 0217709026244099badbe816172dbb331753bd21c11e8fae2158d, temperature, 0
[2026-02-12T21:24:03.911+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4654, completion-tokens, 125, total-tokens, 4779, cost-ms, 3068, requestId, 0217709026409884b09b8175a46b11eb7384672dbc0d4c3e063a5, temperature, 0
[2026-02-12T21:24:13.667+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5141, completion-tokens, 103, total-tokens, 5244, cost-ms, 3053, requestId, 021770902650758c710b3d771f5011ef7eccce758c790d2c31e6a, temperature, 0
[2026-02-12T21:24:30.823+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 4654, completion-tokens, 158, total-tokens, 4812, cost-ms, 3490, requestId, 0217709026674752aeba565d1fa3858c8d03909a5d821c2821b99, temperature, 0
[2026-02-12T21:24:44.387+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5141, completion-tokens, 138, total-tokens, 5279, cost-ms, 3858, requestId, 02177090268070910667a214a88c4c78c1353731389a01cad03a0, temperature, 0
[2026-02-13T18:10:45.830+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5445, completion-tokens, 280, total-tokens, 5725, cost-ms, 6134, requestId, 021770977439875e3635b40b8ce1c312b8487146505751ddde832, temperature, 0
[2026-02-13T18:10:50.225+08:00] model, doubao-seed-1-6-vision-250815, mode, doubao-vision, ui-tars-version, undefined, prompt-tokens, 5623, completion-tokens, 106, total-tokens, 5729, cost-ms, 2960, requestId, 021770977447309e3635b40b8ce1c312b8487146505751d8d5925, temperature, 0
